country_region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,6.0,9.0,9.0,33.0,33.0,33.0,35.0,35.0,44.0,54.0,67.0,71.0,78.0,91.0,114.0,130.0,133.0,201.0,216.0,254.0,302.0,345.0,345.0,370.0,395.0,416.0,437.0,462.0,504.0,527.0,564.0,575.0,600.0,614.0,637.0,650.0,658.0,675.0,688.0,709.0,726.0,735.0,745.0,783.0,804.0,827.0,898.0,910.0,923.0,939.0,957.0,980.0,992.0,1015.0,1043.0,1066.0,1088.0,1113.0,1170.0,1181.0,1219.0,1265.0,1292.0,1340.0,1360.0,1425.0,1445.0,1483.0,1572.0,1668.0,1668.0,1722.0,1791.0,1847.0,1902.0,1933.0,1933.0,1961.0,1981.0,2021.0,2021.0,2082.0,2112.0,2162.0,2194.0,2212.0,2294.0,2370.0,2443.0,2530.0,2655.0,2671.0,2714.0,2802.0,2916.0,2967.0,3053.0,3134.0,3236.0,3253.0,3460.0,3538.0,3538.0,3712.0,3735.0,3821.0,10704.0,13109.0,13109.0,14776.0,16791.0,18038.0,18038.0,19203.0,20388.0,21205.0,22296.0,22296.0
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,1.0,1.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,44.0,57.0,88.0,88.0,88.0,88.0,133.0,133.0,133.0,267.0,267.0,267.0,267.0,267.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,464.0,464.0,464.0,464.0,464.0,464.0,627.0,627.0,627.0,662.0,662.0,662.0,662.0,694.0,694.0,694.0,712.0,712.0,712.0,712.0,741.0,741.0,741.0,745.0,745.0,745.0,745.0,760.0,760.0,760.0,781.0,781.0,781.0,781.0,794.0,794.0,818.0,818.0,845.0,845.0,845.0,875.0,875.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,932.0,932.0,932.0,932.0,974.0,974.0,988.0,997.0,1000.0,1000.0,1000.0,1008.0,1008.0,1019.0,1019.0,1019.0,1019.0,1019.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1052.0,1052.0
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,8.0,8.0,8.0,20.0,23.0,27.0,30.0,30.0,35.0,37.0,43.0,46.0,50.0,54.0,54.0,60.0,62.0,62.0,67.0,76.0,77.0,80.0,80.0,80.0,85.0,86.0,86.0,99.0,102.0,103.0,108.0,113.0,140.0,140.0,143.0,145.0,145.0,145.0,150.0,150.0,192.0,197.0,200.0,200.0,206.0,206.0,220.0,223.0,234.0,234.0,234.0,234.0,236.0,236.0,246.0,247.0,247.0,251.0,251.0,251.0,663.0,663.0,667.0,688.0,688.0,689.0,692.0,699.0,705.0,708.0,712.0,715.0,719.0,724.0,731.0,768.0,768.0,768.0,779.0,795.0,832.0,845.0,853.0,868.0,868.0,875.0,889.0,907.0,944.0,960.0,1006.0,1068.0,1077.0,1098.0,1103.0,1144.0,1144.0,1153.0,1153.0,1170.0,1183.0,1223.0,1242.0,1292.0,1304.0,1311.0,1311.0,1348.0,1368.0,1368.0,1402.0,1402.0,1420.0,1423.0,1452.0,1455.0,1485.0,1485.0,1485.0,1515.0,1562.0,1577.0,1607.0,1619.0,1666.0,1671.0,1692.0,1709.0,1710.0,1753.0
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20.0,26.0,26.0,32.0,33.0,48.0,48.0,48.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,128.0,128.0,128.0,141.0
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,20.0,20.0,25.0,25.0,25.0,25.0,45.0,45.0,45.0,45.0,48.0,58.0,58.0,58.0,75.0,79.0,79.0,79.0,79.0,85.0,85.0,101.0,105.0,108.0,116.0,120.0,123.0,125.0,128.0,131.0,136.0,136.0,139.0,141.0,144.0,144.0,144.0,146.0,148.0,157.0,159.0,167.0,169.0,175.0,176.0,185.0,194.0,195.0,199.0,200.0,206.0,210.0,214.0,219.0,221.0,222.0,240.0,250.0,250.0,254.0,254.0,260.0,270.0,270.0,278.0,285.0,291.0,298.0,312.0,324.0,335.0,338.0,346.0,369.0,377.0,377.0,394.0,395.0,398.0,400.0,420.0,423.0,439.0,439.0,447.0,486.0,496.0,519.0,534.0,547.0,575.0,592.0,613.0,621.0,631.0,641.0,646.0,646.0,664.0
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,22.0,22.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,28.0,28.0,28.0,28.0,28.0,28.0,35.0,35.0,35.0,35.0,35.0,38.0,39.0,39.0,40.0,40.0,40.0,41.0,41.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,57.0,58.0,59.0,59.0,59.0,62.0,63.0,70.0,76.0,78.0,81.0,83.0,98.0,103.0,116.0,132.0,138.0,140.0,142.0,171.0,196.0,206.0,209.0,223.0,224.0,230.0,258.0,261.0,269.0,295.0,306.0,307.0,307.0,340.0,341.0,367.0,370.0,373.0,379.0,380.0,385.0,418.0,441.0,479.0,489.0,501.0,504.0,510.0,553.0,577.0,579.0,596.0
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,69.0,72.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,85.0
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,54.0,54.0,97.0,101.0,101.0,138.0,178.0,210.0,228.0,242.0,242.0,298.0,357.0,399.0,430.0,460.0,467.0,474.0,536.0,563.0,589.0,594.0,632.0,635.0,638.0,678.0,718.0,739.0,765.0,828.0,828.0,833.0,850.0,908.0,934.0,965.0,988.0,997.0,997.0,1025.0,1049.0,1049.0,1111.0,1135.0,1138.0,1138.0,1165.0,1184.0,1193.0,1216.0,1229.0,1236.0,1236.0,1249.0,1260.0,1273.0,1302.0,1321.0,1328.0,1331.0,1338.0,1369.0,1372.0,1400.0,1416.0,1427.0,1429.0,1441.0,1447.0,1449.0,1462.0,1470.0,1475.0,1475.0,1483.0,1484.0,1494.0,1501.0,1503.0,1503.0,1512.0,1515.0,1524.0,1536.0,1539.0,1545.0,1545.0,1547.0,1547.0,1552.0,1564.0,1569.0,1579.0,1571.0,1571.0,1571.0,1582.0,1593.0,1595.0,1600.0,1600.0,1601.0,1601.0,1607.0,1611.0,1616.0,1616.0,1616.0,1620.0,1623.0,1643.0
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,40.0,40.0,40.0,40.0,80.0,80.0,80.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,526.0,552.0,579.0,601.0,627.0,637.0,670.0,711.0,728.0,3007.0,3088.0,3104.0,3123.0,3123.0,3134.0,3213.0,3213.0,3318.0,3379.0,3405.0,3412.0,3452.0,3505.0,3526.0,3550.0,3586.0,3602.0,3610.0,3629.0,3665.0,3682.0,3699.0,3702.0,3715.0,3718.0,3728.0,3741.0,3748.0,3758.0,3767.0,3781.0,3783.0,3791.0,3803.0,3815.0,3815.0,3833.0,3845.0,3848.0,3861.0,3874.0,3885.0,3888.0,3899.0,3901.0,3902.0,3904.0,3910.0,3918.0,3922.0,3929.0,3931.0,3933.0,3935.0,3940.0,3944.0,3951.0,3956.0,3959.0,3959.0,3965.0,3968.0,3968.0,3978.0,3978.0,3997.0,3998.0,4003.0,4012.0,4016.0,4016.0,4016.0,4016.0,4056.0,4056.0,4056.0,4086.0,4086.0,4086.0,4183.0,4195.0,4247.0,4275.0,4333.0,4333.0,4333.0,4464.0,4479.0,4530.0,4591.0,4647.0,4647.0,4647.0,4825.0,4855.0,4959.0
MS Zaandam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,11.0,11.0,11.0,20.0,21.0,23.0,29.0,33.0,33.0,35.0,39.0,41.0,44.0,52.0,58.0,61.0,62.0,71.0,75.0,82.0,90.0,92.0,94.0,97.0,98.0,99.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,107.0,108.0,112.0,114.0,114.0,119.0,119.0,131.0,131.0,135.0,138.0,142.0,147.0,147.0,151.0,154.0,164.0,165.0,168.0,174.0,185.0,195.0,200.0,201.0,212.0,233.0,254.0,274.0,296.0,312.0,344.0,362.0,367.0,384.0,417.0,450.0,463.0,498.0,618.0,655.0,692.0,732.0,779.0,823.0,862.0,907.0,944.0,966.0,994.0,1006.0,1040.0,1057.0,1078.0,1108.0,1135.0,1187.0,1761.0,1950.0,2183.0,2287.0,2378.0,2494.0,2646.0,2811.0,2951.0,3108.0,3339.0,3498.0,3788.0,4286.0,4662.0,5160.0,5522.0,5579.0,5579.0,6260.0,6613.0,7117.0
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,14.0,14.0,14.0,14.0,24.0,24.0,24.0,24.0,24.0,24.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,33.0,33.0,37.0,37.0,37.0,42.0,42.0,42.0,42.0,42.0,51.0,51.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,65.0,66.0,69.0,69.0,73.0,73.0,74.0,91.0,91.0,258.0,258.0,258.0,259.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,271.0,317.0,317.0,317.0,317.0,317.0,345.0,369.0,379.0,517.0,557.0,747.0,795.0,1005.0,1073.0,1107.0,1111.0,1135.0,1153.0,1180.0,1282.0,1282.0,1373.0,1373.0,1639.0,1645.0,1667.0,1728.0
Malaysia,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,13.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,22.0,22.0,22.0,22.0,23.0,24.0,24.0,24.0,26.0,26.0,26.0,35.0,42.0,42.0,49.0,60.0,75.0,87.0,114.0,139.0,159.0,183.0,199.0,215.0,259.0,320.0,388.0,479.0,537.0,645.0,767.0,827.0,915.0,1005.0,1241.0,1321.0,1487.0,1608.0,1830.0,1995.0,2108.0,2276.0,2478.0,2647.0,2766.0,2967.0,3102.0,3197.0,3295.0,3349.0,3452.0,3542.0,3663.0,3762.0,3862.0,3957.0,4032.0,4087.0,4171.0,4210.0,4326.0,4413.0,4484.0,4567.0,4702.0,4776.0,4864.0,4929.0,5025.0,5113.0,5223.0,5281.0,5351.0,5439.0,5512.0,5571.0,5615.0,5646.0,5706.0,5796.0,5859.0,5912.0,5945.0,5979.0,6041.0,6083.0,6169.0,6235.0,6330.0,6353.0,6404.0,6470.0,6531.0,6559.0,6610.0,6635.0,6674.0,6694.0,6975.0,7014.0,7065.0,7168.0,7311.0,7346.0,7400.0,7733.0,7873.0,8000.0,8070.0,8146.0,8156.0,8177.0,8186.0,8231.0,8271.0,8294.0,8308.0,8318.0,8334.0,8354.0,8375.0,8437.0,8446.0,8461.0,8465.0,8476.0,8481.0,8486.0,8499.0,8511.0,8515.0,8519.0,8520.0,8524.0,8526.0,8538.0,8541.0,8546.0,8553.0,8555.0,8562.0,8566.0,8574.0,8577.0,8594.0,8600.0,8601.0,8607.0,8612.0
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,8.0,8.0,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,20.0,20.0,20.0,20.0,29.0,29.0,29.0,29.0,40.0,45.0,49.0,58.0,58.0,58.0,91.0,91.0,91.0,109.0,128.0,144.0,155.0,197.0,197.0,197.0,197.0,406.0,453.0,488.0,608.0,644.0,648.0,717.0,763.0,827.0,925.0,1010.0,1121.0,1153.0,1193.0,1217.0,1311.0,1540.0,1670.0,1677.0,1677.0,1769.0,1788.0,1803.0,1813.0,1813.0,1839.0,1848.0,1863.0,1875.0,1911.0,1927.0,1944.0,1954.0,1969.0,1976.0,1976.0,2049.0,2113.0,2158.0,2180.0,2227.0,2238.0,2268.0,2284.0,2290.0,2302.0,2321.0,2339.0,2340.0,2354.0,2362.0,2369.0,2397.0,2397.0,2428.0,2498.0,2498.0,2528.0,2547.0,2547.0,2554.0
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,12.0,16.0,22.0,22.0,22.0,22.0,26.0,34.0,34.0,34.0,34.0,41.0,42.0,56.0,57.0,73.0,77.0,87.0,91.0,112.0,113.0,122.0,129.0,135.0,196.0,206.0,213.0,223.0,228.0,261.0,271.0,285.0,298.0,351.0,377.0,398.0,412.0,436.0,455.0,479.0,494.0,512.0,529.0,543.0,558.0,560.0,574.0,597.0,604.0,617.0,632.0,652.0,669.0,696.0,716.0,744.0,769.0,788.0,806.0,816.0,845.0,873.0,916.0,931.0,948.0,989.0,1023.0,1058.0,1088.0,1125.0,1145.0,1168.0,1192.0,1217.0,1255.0,1255.0,1266.0,1302.0,1354.0,1383.0,1387.0,1398.0,1432.0,1447.0,1474.0,1483.0,1502.0,1507.0,1516.0,1527.0,1547.0,1556.0,1597.0,1621.0,1650.0,1683.0,1694.0,1730.0,1748.0,1764.0,1777.0,1791.0,1809.0,1828.0,1851.0,1856.0,1869.0,1889.0,1901.0,1907.0,1911.0,1913.0,1919.0,1927.0
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,16.0,16.0,16.0,16.0,44.0,44.0,44.0,44.0,82.0,91.0,99.0,118.0,126.0,150.0,165.0,204.0,223.0,249.0,282.0,286.0,303.0,339.0,351.0,383.0,379.0,392.0,399.0,403.0,407.0,413.0,419.0,427.0,433.0,434.0,434.0,436.0,443.0,458.0,450.0,454.0,456.0,460.0,465.0,468.0,469.0,473.0,476.0,485.0,485.0,491.0,501.0,514.0,525.0,534.0,537.0,554.0,562.0,576.0,583.0,596.0,596.0,596.0,597.0,597.0,600.0,600.0,601.0,603.0,603.0,608.0,610.0,610.0,613.0,616.0,616.0,617.0,618.0,624.0,627.0,632.0,635.0,636.0,639.0,640.0,647.0,649.0,650.0,651.0,652.0,652.0,653.0,654.0,656.0,658.0,658.0,660.0,660.0,660.0,661.0,661.0,662.0,662.0,662.0,664.0,664.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,15.0,15.0,15.0,15.0,15.0,21.0,21.0,27.0,27.0,55.0,57.0,65.0,69.0,104.0,108.0,119.0,139.0,142.0,250.0,278.0,311.0,332.0,360.0,373.0,427.0,550.0,653.0,696.0,811.0,905.0,963.0,1074.0,1225.0,1280.0,1344.0,1419.0,1497.0,1622.0,1677.0,1727.0,1765.0,1805.0,1844.0,1896.0,1944.0,1994.0,2026.0,2111.0,2160.0,2363.0,2501.0,2664.0,2830.0,2993.0,3153.0,3279.0,3436.0,3632.0,3826.0,3977.0,4086.0,4206.0,4299.0,4430.0,4653.0,4683.0,4776.0
