date,Afghanistan,Albania,Algeria,Andorra,Angola,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Congo,Costa Rica,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Guiana,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Others,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,St. Martin,Sudan,Summer Olympics 2020,Suriname,Sweden,Switzerland,Syria,Taipei and environs,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Winter Olympics 2022,Yemen,Zambia,Zimbabwe
2020-02-01,,,,,,0.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,11871.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,8.0,,,,,,,,,,,,,,,,13.0,,,1.0,,,,,,2.0,,,20.0,,,,,0.0,,,,,,,,,,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,16.0,,,,,,12.0,,1.0,1.0,,,0.0,,1.0,,,,10.0,,,19.0,,,0.0,,,,,,4.0,2.0,8.0,,,,,,6.0,0.0,,,
2020-02-02,,,,,,0.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,16607.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,10.0,,,,,,,,,,,,,,,,15.0,,,2.0,,,,,,2.0,,,20.0,,,,,0.0,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,18.0,,,,,,15.0,,1.0,1.0,,,0.0,,1.0,,,,10.0,,,19.0,,,0.0,,,,,,5.0,2.0,8.0,,,,,,6.0,0.0,,,
2020-02-03,,,,,,0.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,19693.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,12.0,,,,,,,,,,,,,,,,15.0,,,3.0,,,,,,2.0,,,20.0,,,,,0.0,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,18.0,,,,,,15.0,,1.0,1.0,,,0.0,,1.0,,,,10.0,,,19.0,,,0.0,,,,,,5.0,2.0,11.0,,,,,,8.0,0.0,,,
2020-02-04,,,,,,0.0,,,,,13.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,4.0,,,,,,,23680.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,12.0,,,,,,,,,,,,,,,,17.0,,,3.0,,,,,,2.0,,,22.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,24.0,,,,,,16.0,,1.0,1.0,,,0.0,,1.0,,,,11.0,,,25.0,,,0.0,,,,,,5.0,2.0,11.0,,,,,,8.0,0.0,,,
2020-02-05,,,,,,0.0,,,,,13.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,5.0,,,,,,,27409.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,12.0,,,,,,,,,,,,,,,,21.0,,,3.0,,,,,,2.0,,,22.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,28.0,,,,,,19.0,,1.0,1.0,,,0.0,,1.0,,,,11.0,,,25.0,,,0.0,,,,,,5.0,2.0,12.0,,,,,,8.0,0.0,,,
2020-02-06,,,,,,0.0,,,,,14.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,5.0,,,,,,,30553.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,12.0,,,,,,,,,,,,,,,,24.0,,,3.0,,,,,,2.0,,,45.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,28.0,,,,,,23.0,,1.0,1.0,,,0.0,,1.0,,,,16.0,,,25.0,,,0.0,,,,,,5.0,2.0,12.0,,,,,,10.0,0.0,,,
2020-02-07,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,34075.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,13.0,,,,,,,,,,,,,,,,25.0,,,3.0,,,,,,3.0,,,25.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,61.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,30.0,,,,,,24.0,,1.0,1.0,,,0.0,,1.0,,,,16.0,,,25.0,,,0.0,,,,,,5.0,3.0,12.0,,,,,,10.0,0.0,,,
2020-02-08,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,36778.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,,,,,13.0,,,,,,,,,,,,,,,,26.0,,,3.0,,,,,,3.0,,,25.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,61.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,33.0,,,,,,24.0,,1.0,1.0,,,0.0,,1.0,,,,17.0,,,32.0,,,0.0,,,,,,7.0,3.0,12.0,,,,,,13.0,0.0,,,
2020-02-09,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,39790.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,,,,,14.0,,,,,,,,,,,,,,,,29.0,,,3.0,,,,,,3.0,,,26.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,64.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,40.0,,,,,,25.0,,2.0,1.0,,,0.0,,1.0,,,,18.0,,,32.0,,,0.0,,,,,,7.0,3.0,12.0,,,,,,13.0,0.0,,,
2020-02-10,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,42306.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,,,,,14.0,,,,,,,,,,,,,,,,38.0,,,3.0,,,,,,3.0,,,26.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,135.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,45.0,,,,,,27.0,,2.0,1.0,,,0.0,,1.0,,,,18.0,,,32.0,,,0.0,,,,,,8.0,8.0,12.0,,,,,,14.0,0.0,,,
2020-02-11,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,44327.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,,,,,16.0,,,,,,,,,,,,,,,,49.0,,,3.0,,,,,,3.0,,,26.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,135.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,47.0,,,,,,28.0,,2.0,1.0,,,0.0,,1.0,,,,18.0,,,33.0,,,0.0,,,,,,8.0,8.0,13.0,,,,,,15.0,0.0,,,
2020-02-12,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,44699.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,,,,,16.0,,,,,,,,,,,,,,,,50.0,,,3.0,,,,,,3.0,,,28.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,175.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,50.0,,,,,,28.0,,2.0,1.0,,,0.0,,1.0,,,,18.0,,,33.0,,,0.0,,,,,,8.0,9.0,13.0,,,,,,15.0,0.0,,,
2020-02-13,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,59832.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,,,,,16.0,,,,,,,,,,,,,,,,53.0,,,3.0,,,,,,3.0,,,28.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,175.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,58.0,,,,,,28.0,,2.0,1.0,,,0.0,,1.0,,,,18.0,,,33.0,,,0.0,,,,,,8.0,9.0,15.0,,,,,,16.0,0.0,,,
2020-02-14,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,66292.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,11.0,,,,,16.0,,,,,,,,,,,,,,,,56.0,,,3.0,,,,,,3.0,,,29.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,218.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,67.0,,,,,,28.0,,2.0,1.0,,,0.0,,1.0,,,,18.0,,,33.0,,,0.0,,,,,,8.0,9.0,15.0,,,,,,16.0,0.0,,,
2020-02-15,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,68347.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,56.0,,,3.0,,,,,,3.0,,,43.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,285.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,72.0,,,,,,28.0,,2.0,1.0,,,0.0,,1.0,,,,18.0,,,34.0,,,0.0,,,,,,8.0,9.0,15.0,,,,,,16.0,0.0,,,
2020-02-16,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,7.0,,,,,,,70446.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,57.0,,,3.0,,,,,,3.0,,,59.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,355.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,75.0,,,,,,29.0,,2.0,1.0,,,0.0,,1.0,,,,20.0,,,34.0,,,0.0,,,,,,9.0,9.0,15.0,,,,,,16.0,0.0,,,
2020-02-17,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,8.0,,,,,,,72364.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,60.0,,,3.0,,,,,,3.0,,,66.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,454.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,77.0,,,,,,30.0,,2.0,1.0,,,0.0,,1.0,,,,22.0,,,35.0,,,0.0,,,,,,9.0,9.0,15.0,,,,,,16.0,0.0,,,
2020-02-18,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,8.0,,,,,,,74139.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,62.0,,,3.0,,,,,,3.0,,,74.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,542.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,81.0,,,,,,31.0,,2.0,1.0,,,0.0,,1.0,,,,22.0,,,35.0,,,0.0,,,,,,9.0,9.0,15.0,,,,,,16.0,0.0,,,
2020-02-19,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,8.0,,,,,,,74546.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,63.0,,,3.0,,2.0,,,,3.0,,,84.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,621.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,84.0,,,,,,31.0,,2.0,1.0,,,0.0,,1.0,,,,23.0,,,35.0,,,0.0,,,,,,9.0,9.0,15.0,,,,,,16.0,0.0,,,
2020-02-20,,,,,,0.0,,,,,15.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,8.0,,,,,,,74999.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,68.0,,,3.0,,5.0,,,,3.0,,,94.0,,,,,0.0,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,634.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,84.0,,,,,,104.0,,2.0,1.0,,,0.0,,1.0,,,,24.0,,,35.0,,,0.0,,,,,,9.0,9.0,15.0,,,,,,16.0,0.0,,,
2020-02-21,,,,,,0.0,,,,,19.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,9.0,,,,,,,75472.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,68.0,,,3.0,,18.0,,,1.0,20.0,,,105.0,,,,,0.0,,,,,,1.0,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,634.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,85.0,,,,,,204.0,,2.0,1.0,,,0.0,,1.0,,,,26.0,,,35.0,,,0.0,,,,,,9.0,9.0,35.0,,,,,,16.0,0.0,,,
2020-02-22,,,,,,0.0,,,,,22.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,9.0,,,,,,,76922.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,69.0,,,3.0,,28.0,,,1.0,62.0,,,122.0,,,,,0.0,,,,,,1.0,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,634.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,85.0,,,,,,433.0,,2.0,1.0,,,0.0,,1.0,,,,26.0,,,35.0,,,0.0,,,,,,13.0,9.0,35.0,,,,,,16.0,0.0,,,
2020-02-23,,,,,,0.0,,,,,22.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,9.0,,,,,,,76938.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,74.0,,,3.0,,43.0,0.0,,1.0,155.0,,,147.0,,,,,0.0,,,,,,1.0,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,691.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,89.0,,,,,,602.0,,2.0,1.0,,,0.0,,1.0,,,,28.0,,,35.0,,,0.0,,,,,,13.0,9.0,35.0,,,,,,16.0,0.0,,,
2020-02-24,5.0,,,,,0.0,,,,,22.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,10.0,,,,,,,77152.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,12.0,,,,,16.0,,,,,,,,,,,,,,,,79.0,,,3.0,,61.0,1.0,,1.0,229.0,,,159.0,,,,,0.0,,1.0,,,,1.0,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,2.0,691.0,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,89.0,,,,,,833.0,,2.0,1.0,,,0.0,,1.0,,,,30.0,,,35.0,,,0.0,,,,,,13.0,13.0,53.0,,,,,,16.0,0.0,,,
